Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,1500,16000,16000,2025-05-17
2,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,10000,12000,12000,2025-09-04
3,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,10000,12000,12000,2025-09-05
4,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,10000,12000,12000,2025-09-11
5,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,10000,12000,12000,2025-07-12
6,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,10000,12000,12000,2025-03-12
7,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,10000,12000,12000,2025-09-12
8,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,10000,12000,12000,2025-03-19
9,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,10000,12000,12000,2025-04-24
10,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,10000,12000,12000,2025-03-26
11,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,10000,12000,12000,2025-09-26
12,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2024-08-02
13,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2024-08-07
14,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2024-08-08
15,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2025-03-09
16,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2024-08-12
17,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2024-09-12
18,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2024-09-13
19,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2025-02-15
20,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2025-02-16
21,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2025-03-17
22,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2024-08-20
23,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2024-08-21
24,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2025-02-22
25,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2025-02-23
26,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2025-03-23
27,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2024-08-28
28,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2025-03-30
29,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-05
30,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-06
31,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-09-06
32,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-07
33,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-09-07
34,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-08
35,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-09-08
36,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-10
37,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-12
38,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-13
39,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-13
40,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-09-13
41,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-14
42,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-14
43,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-09-14
44,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-15
45,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-17
46,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-18
47,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-18
48,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-19
49,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-20
50,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-20
51,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-21
52,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-21
53,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-22
54,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-24
55,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-24
56,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-25
57,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-25
58,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-26
59,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-27
60,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-27
61,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-09-27
62,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-02-28
63,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-28
64,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-09-28
65,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,11500,12000,12000,2025-03-29
66,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,13000,13000,2024-08-13
67,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,13000,13000,2024-08-14
68,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-04-02
69,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-10-02
70,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-10-03
71,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-09-09
72,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-04-10
73,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-09-10
74,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-09-18
75,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-09-23
76,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-09-24
77,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-09-25
78,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2024-08-27
79,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-09-29
80,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-09-30
81,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,15000,15000,2024-09-10
82,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,15000,15000,2024-08-30
83,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,16000,16000,2025-09-16
84,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,16000,16000,2025-09-17
85,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12000,16000,16000,2025-09-19
86,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,12500,13000,13000,2024-11-27
87,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-02-04
88,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-02-05
89,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-10-05
90,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-09
91,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-02-09
92,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-10
93,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-10-10
94,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-11
95,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-15
96,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-16
97,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-17
98,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-18
99,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-22
100,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-09-22
101,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-23
102,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-24
103,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-25
104,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-01-25
105,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-04-26
106,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2024-08-26
107,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-01-26
108,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-04-27
109,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-04-01
110,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-02-01
111,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-09-01
112,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-02-02
113,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-09-02
114,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-02-03
115,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-03-03
116,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-09-03
117,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-03-04
118,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-04-06
119,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-03-11
120,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-10-12
121,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-04-14
122,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-04-15
123,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-09-15
124,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-09-20
125,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-01-21
126,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-09-21
127,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-04-22
128,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-01-22
129,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-04-23
130,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-01-23
131,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-01-24
132,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-04-25
133,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-01-27
134,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-04-28
135,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-01-28
136,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-01-29
137,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-01-30
138,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13500,14000,14000,2025-03-31
139,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13900,14000,14000,2025-04-07
140,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,13900,14000,14000,2025-04-08
141,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2024-09-01
142,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2024-09-02
143,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2025-02-08
144,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2024-09-08
145,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2024-09-09
146,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2025-02-11
147,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2025-08-17
148,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2024-08-19
149,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2024-08-29
150,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2024-08-31
151,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-10-13
152,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-10-14
153,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-08-15
154,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-10-15
155,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-08-18
156,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-08-19
157,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-08-20
158,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-08-21
159,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-08-22
160,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-08-25
161,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-08-28
162,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14500,15000,15000,2024-12-02
163,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14500,15000,15000,2025-02-06
164,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14500,15000,15000,2025-02-07
165,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14500,15000,15000,2025-02-10
166,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14500,15000,15000,2024-12-12
167,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14500,15000,15000,2024-12-31
168,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,14500,15000,15000,2025-01-31
169,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-05-01
170,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-03-02
171,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-05-02
172,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-10-02
173,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-05-03
174,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-03
175,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-05-04
176,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-04
177,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-05
178,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-05
179,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-10-06
180,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-06
181,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-07
182,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-10-09
183,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-11
184,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-01-11
185,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-11
186,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-12
187,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-01-12
188,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-13
189,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-14
190,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-15
191,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-08-16
192,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-10-16
193,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-16
194,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-17
195,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-10-17
196,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-17
197,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-01-18
198,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-05-18
199,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-10-18
200,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-18
201,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-19
202,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-01-19
203,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-10-19
204,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-19
205,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-20
206,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-20
207,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-10-22
208,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-08-23
209,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-05-23
210,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-10-23
211,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-23
212,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-08-24
213,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-05-24
214,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-10-24
215,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-24
216,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-05-25
217,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-25
218,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-08-26
219,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-05-26
220,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-26
221,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-08-27
222,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-05-29
223,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-10-29
224,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2024-09-30
225,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-03-01
226,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-04-03
227,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-04-04
228,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-05-05
229,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-05-06
230,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-05-07
231,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-05-08
232,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-04-09
233,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2024-12-09
234,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-01-09
235,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-05-09
236,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2024-12-10
237,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-01-10
238,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2024-12-11
239,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-01-13
240,Virudhunagar,Aruppukottai(Uzhavar Sandhai ),Lime,Lime,Local,15500,16000,16000,2025-01-14
